"invoiceNo","channel","customer","product","category","price","datetime","quantity","amount","category2","cost"
"N12228","s2","c1668","p513","kind2",3490,2016-02-18 14:33:22,1,2650,"sub2",1760.36
"N12274","s2","c2","p3043","kind2",3090,2016-02-06 16:52:19,1,2345,"sub1",1558.48
"N12192","s2","c6","p1665","kind2",1090,2016-02-11 16:32:28,-1,-722,"sub3",507.49
"N12275","s2","c2","p1665","kind2",1090,2016-02-11 16:11:21,1,722,"sub3",507.49
"N12276","s2","c158","p327","kind16",980,2016-02-29 19:02:00,1,980,"sub1",480.2
"N12277","s2","c1217","p1815","kind16",380,2016-02-26 19:45:48,1,380,"sub1",186.2
"N12278","s2","c2959","p4019","kind16",480,2016-02-12 19:38:42,1,480,"sub3",235.2
"N12279","s2","c1161","p4020","kind16",680,2016-02-18 18:12:46,1,680,"sub1",333.2
"N12277","s2","c1217","p1815","kind16",380,2016-02-26 20:02:17,1,380,"sub1",186.2
"N12277","s2","c1217","p4021","kind16",250,2016-02-26 19:46:09,1,250,"sub1",122.5
"N12277","s2","c1217","p4021","kind16",250,2016-02-26 19:56:03,1,250,"sub1",122.5
"N12280","s2","c2185","p3405","kind16",1280,2016-02-14 12:01:12,1,1280,"sub1",627.2
"N12281","s2","c2","p3820","kind16",2280,2016-02-11 16:21:42,1,2280,"sub4",1117.2
"N12282","s2","c173","p1817","kind16",950,2016-02-08 21:49:52,1,598,"sub1",465.5
"N12283","s2","c1633","p4022","kind16",1080,2016-02-11 12:54:23,1,1080,"sub4",529.2
"N12276","s2","c158","p2821","kind16",1380,2016-02-29 18:38:42,1,1380,"sub1",676.2
"N12284","s2","c2369","p3121","kind16",1580,2016-02-06 18:12:15,1,1580,"sub4",774.2
"N12161","s2","c6","p4023","kind16",880,2016-02-29 18:35:51,1,880,"sub4",431.2
"N12283","s2","c1633","p2825","kind16",1880,2016-02-11 13:18:49,1,1320,"sub1",921.2
"N12281","s2","c2","p2826","kind16",2280,2016-02-11 16:06:59,1,2280,"sub4",1117.2
"N12279","s2","c1161","p4022","kind16",1080,2016-02-18 18:00:46,1,1080,"sub4",529.2
"N12285","s2","c3136","p3697","kind16",2580,2016-02-08 18:03:59,1,2580,"sub1",1264.2
"N12286","s2","c9","p3817","kind16",1380,2016-02-06 17:47:20,1,1380,"sub4",676.2
"N12287","s2","c511","p3700","kind16",1880,2016-02-03 20:23:27,1,1880,"sub1",921.2
"N12288","s2","c3141","p1825","kind16",3680,2016-02-13 14:10:18,1,2451,"sub1",1983.52
"N12289","s2","c3142","p1825","kind16",3680,2016-02-25 20:55:57,1,2580,"sub1",1983.52
"N12284","s2","c2369","p3818","kind16",2180,2016-02-06 18:10:38,1,2180,"sub4",1068.2
"N12169","s2","c9","p3398","kind16",1880,2016-02-05 22:04:21,1,1880,"sub4",921.2
"N12244","s2","c111","p3116","kind16",1680,2016-02-12 17:13:19,1,1058,"sub4",823.2
"N12161","s2","c6","p2828","kind16",3680,2016-02-29 18:28:39,1,2451,"sub1",1983.52
"N12290","s2","c196","p3299","kind16",980,2016-02-06 21:10:56,1,980,"sub4",480.2
"N12291","s2","c9","p4024","kind16",980,2016-02-22 17:26:14,1,980,"sub3",480.2
"N12169","s2","c9","p3398","kind16",1880,2016-02-05 21:41:44,-1,-1880,"sub4",921.2
"N12292","s2","c1196","p3398","kind16",1880,2016-02-05 13:34:57,1,1880,"sub4",921.2
"N12293","s2","c9","p4025","kind16",3880,2016-02-14 16:32:36,1,3880,"sub2",2091.32
"N12157","s2","c9","p335","kind16",750,2016-02-16 13:05:49,1,750,"sub1",367.5
"N12294","s2","c1389","p3934","kind16",2480,2016-02-24 18:52:50,1,2480,"sub1",1215.2
"N12287","s2","c511","p3596","kind16",1680,2016-02-03 20:31:47,1,1680,"sub4",823.2
"N12286","s2","c9","p1075","kind16",1380,2016-02-06 17:37:53,1,1380,"sub4",676.2
"N12295","s2","c1217","p3404","kind16",980,2016-02-19 21:32:06,1,980,"sub1",480.2
"N12296","s2","c1210","p3820","kind16",2280,2016-02-13 16:17:10,1,2280,"sub4",1117.2
"N12297","s2","c3143","p4026","kind16",750,2016-02-17 20:48:01,1,750,"sub1",367.5
"N12298","s2","c2205","p4027","kind16",4680,2016-02-05 16:39:56,1,2949,"sub2",2522.52
"N12281","s2","c2","p4028","kind16",980,2016-02-11 16:00:56,1,980,"sub4",480.2
"N12288","s2","c3141","p4029","kind16",1180,2016-02-13 14:16:50,1,1180,"sub1",578.2
"N12299","s2","c77","p2602","kind16",1180,2016-02-28 22:21:40,1,830,"sub1",578.2
"N12300","s2","c164","p1083","kind16",4380,2016-02-09 14:50:30,1,2915,"sub1",2360.82
"N12301","s2","c2234","p1088","kind16",1780,2016-02-27 20:44:56,1,1780,"sub1",872.2
"N12302","s2","c18","p4028","kind16",980,2016-02-27 14:57:33,1,980,"sub4",480.2
"N12303","s2","c3144","p4030","kind16",1180,2016-02-07 21:05:02,1,1180,"sub2",636.02
"N12286","s2","c9","p4030","kind16",1180,2016-02-06 17:46:47,1,1180,"sub2",636.02
"N12304","s2","c2587","p4030","kind16",1180,2016-02-07 17:28:02,1,743,"sub2",636.02
"N12280","s2","c2185","p4031","kind16",1280,2016-02-14 12:19:08,1,1280,"sub4",627.2
"N12305","s2","c3145","p4030","kind16",1180,2016-02-25 21:29:30,1,743,"sub2",636.02
"N12306","s2","c3143","p4032","kind16",1580,2016-02-08 19:18:26,1,1580,"sub4",774.2
"N12307","s2","c3146","p2833","kind16",1380,2016-02-26 20:52:15,1,970,"sub1",676.2
"N12304","s2","c2587","p4030","kind16",1180,2016-02-07 17:20:37,1,743,"sub2",636.02
"N12171","s2","c2819","p804","kind2",3290,2016-02-06 13:07:34,1,2500,"sub2",1659.48
"N12272","s2","c3140","p3821","kind2",2890,2016-02-26 14:18:26,1,2196,"sub2",1457.72
"N12155","s2","c913","p804","kind2",3290,2016-02-10 17:13:43,1,2500,"sub2",1659.48
"N12308","s2","c111","p804","kind2",3290,2016-02-21 13:35:24,1,2100,"sub2",1659.48
"N12192","s2","c6","p3233","kind2",3490,2016-02-11 16:20:49,-1,-2652,"sub2",1760.55
"N12275","s2","c2","p3233","kind2",3490,2016-02-11 16:04:41,1,2652,"sub2",1760.55
"N12196","s2","c586","p2970","kind2",1690,2016-02-05 16:43:03,1,1120,"sub1",852.44
"N12259","s2","c6","p3822","kind2",2690,2016-02-13 17:23:05,1,2041,"sub2",1356.84
"N12309","s2","c3147","p3822","kind2",2690,2016-02-13 21:00:15,1,2044,"sub2",1356.84
"N12310","s2","c1870","p3410","kind2",3290,2016-02-14 13:42:36,1,2185,"sub2",1659.48
"N12311","s2","c1169","p440","kind2",3290,2016-02-19 20:41:21,1,2500,"sub2",1659.34
"N12312","s2","c787","p2008","kind2",3290,2016-02-03 16:53:07,1,2500,"sub2",1659.34
"N12209","s2","c653","p3410","kind2",3290,2016-02-13 15:00:33,1,2187,"sub2",1659.48
"N12313","s2","c3148","p444","kind2",3090,2016-02-02 15:25:49,1,2348,"sub2",1558.48
"N12314","s2","c156","p2610","kind2",1690,2016-02-19 12:14:51,1,1115,"sub2",852.44
"N12180","s2","c9","p356","kind2",240,2016-02-24 16:23:07,1,167,"sub3",111.74
"N12237","s2","c2175","p4033","kind2",2690,2016-02-28 21:22:12,1,1890,"sub2",1356.84
"N12315","s2","c2","p934","kind2",170,2016-02-18 19:46:09,1,124,"sub3",79.15
"N12211","s2","c523","p76","kind2",790,2016-02-18 19:31:39,1,599,"sub2",398.48
"N12316","s2","c972","p470","kind2",2690,2016-02-06 11:47:45,1,1787,"sub2",1356.72
"N12317","s2","c9","p934","kind2",170,2016-02-21 20:34:06,1,123,"sub3",79.15
"N12157","s2","c9","p462","kind2",1090,2016-02-16 13:25:03,1,870,"sub3",507.5
"N12180","s2","c9","p367","kind2",240,2016-02-24 16:31:04,1,167,"sub3",111.74
"N12147","s2","c151","p3826","kind2",2490,2016-02-06 17:35:03,1,1892,"sub4",1159.34
"N12318","s2","c3149","p4034","kind2",2690,2016-02-07 14:54:46,1,2045,"sub4",1252.27
"N12167","s2","c2","p3824","kind2",2290,2016-02-06 13:44:09,1,1739,"sub4",1066.22
"N12174","s2","c2764","p4035","kind2",2490,2016-02-04 17:19:01,1,1890,"sub4",1159.34
"N12176","s2","c9","p3824","kind2",2290,2016-02-03 20:19:25,1,1739,"sub4",1066.22
"N12147","s2","c151","p4036","kind2",2290,2016-02-06 17:37:57,1,1739,"sub1",1066.22
"N12216","s2","c3126","p3826","kind2",2490,2016-02-27 21:56:39,1,1569,"sub4",1159.34
"N12319","s2","c127","p3826","kind2",2490,2016-02-06 18:39:37,1,1890,"sub4",1159.34
"N12320","s2","c2764","p4035","kind2",2490,2016-02-11 12:05:08,-1,-1892,"sub4",1159.34
"N12177","s2","c2","p3824","kind2",2290,2016-02-10 22:01:48,1,1700,"sub4",1066.22
"N12321","s2","c156","p3824","kind2",2290,2016-02-13 15:12:25,1,1740,"sub4",1066.22
"N12322","s2","c2","p3826","kind2",2490,2016-02-07 16:55:20,2,3784,"sub4",1159.34
"N12195","s2","c3118","p3823","kind2",3890,2016-02-20 20:32:45,1,2956,"sub4",1811.18
"N12322","s2","c2","p3824","kind2",2290,2016-02-07 16:33:44,1,1739,"sub4",1066.22
"N12243","s2","c3126","p3826","kind2",2490,2016-02-27 21:57:44,1,1569,"sub4",1159.34
"N12227","s2","c1650","p3826","kind2",2490,2016-02-10 13:17:05,2,3784,"sub4",1159.34
"N12247","s2","c2","p3827","kind2",170,2016-02-01 17:39:56,2,248,"sub3",79.15
"N12157","s2","c9","p4037","kind2",890,2016-02-16 13:26:20,1,710,"sub3",414.38
"N12320","s2","c2764","p3828","kind2",2690,2016-02-11 11:47:41,1,2044,"sub4",1252.27
"N12177","s2","c2","p3828","kind2",2690,2016-02-10 22:10:20,1,1990,"sub4",1252.27
"N12317","s2","c9","p3937","kind2",170,2016-02-21 20:37:15,1,124,"sub3",79.15
"N12323","s2","c2","p1012","kind2",490,2016-02-28 13:41:20,1,370,"sub3",228.14
"N12324","s2","c3150","p4038","kind2",1490,2016-02-27 21:12:50,1,1130,"sub4",693.74
"N12325","s2","c127","p3832","kind2",1290,2016-02-06 18:57:04,1,979,"sub4",600.43
"N12326","s2","c3151","p4037","kind2",890,2016-02-21 13:30:05,1,675,"sub3",414.38
"N12250","s2","c9","p3832","kind2",1290,2016-02-14 19:46:27,1,979,"sub4",600.43
"N12225","s2","c2","p4038","kind2",1490,2016-02-18 14:38:24,1,1130,"sub4",693.74
"N12319","s2","c127","p3828","kind2",2690,2016-02-06 18:32:53,1,2040,"sub4",1252.27
"N12326","s2","c3151","p4037","kind2",890,2016-02-21 13:41:11,1,675,"sub3",414.38
"N12327","s2","c111","p4039","kind2",590,2016-02-06 13:18:04,1,372,"sub3",274.7
"N12317","s2","c9","p3937","kind2",170,2016-02-21 20:57:57,1,123,"sub3",79.15
"N12328","s2","c1196","p928","kind2",1490,2016-02-16 11:52:34,1,1130,"sub3",693.74
"N12329","s2","c3152","p140","kind2",390,2016-02-14 19:30:22,1,295,"sub1",181.58
"N12330","s2","c9","p2227","kind2",590,2016-02-24 20:55:14,1,450,"sub3",274.7
"N12331","s2","c604","p4040","kind2",1690,2016-02-04 12:00:21,1,1283,"sub3",786.86
"N12332","s2","c3139","p930","kind2",490,2016-02-10 20:51:48,1,370,"sub1",228.14
"N12180","s2","c9","p367","kind2",240,2016-02-24 16:31:55,1,167,"sub3",111.74
"N12275","s2","c2","p2722","kind2",1290,2016-02-11 16:29:59,-1,-856,"sub2",650.68
"N12254","s2","c221","p4041","kind2",1290,2016-02-05 19:21:40,1,979,"sub2",650.63
"N12333","s2","c206","p2613","kind2",3290,2016-02-27 20:56:47,1,2500,"sub2",1659.34
"N12334","s2","c3153","p1120","kind2",1790,2016-02-23 17:51:26,1,1700,"sub2",902.88
"N12335","s2","c624","p1533","kind2",3490,2016-02-08 17:31:11,1,2440,"sub2",1760.36
"N12298","s2","c2205","p3041","kind2",1490,2016-02-05 16:34:38,1,939,"sub1",751.49
"N12336","s2","c1822","p2610","kind2",1690,2016-02-01 18:59:44,1,1122,"sub2",852.44
"N12337","s2","c3154","p2612","kind2",2990,2016-02-09 16:08:46,1,1987,"sub2",1508.16
"N12338","s2","c9","p3230","kind2",2490,2016-02-05 20:58:25,1,1892,"sub1",1255.86
"N12339","s2","c111","p2606","kind2",2990,2016-02-09 14:29:38,1,1884,"sub2",1508.03
"N12154","s2","c164","p4042","kind2",1390,2016-02-14 21:43:00,1,1054,"sub1",701.06
"N12155","s2","c913","p4043","kind2",2390,2016-02-10 17:20:10,1,1816,"sub1",1205.42
"N12275","s2","c2","p4043","kind2",2390,2016-02-11 16:27:17,1,1816,"sub1",1205.42
"N12334","s2","c3153","p1854","kind2",1790,2016-02-23 18:02:55,1,1700,"sub2",902.88
"N12334","s2","c3153","p1120","kind2",1790,2016-02-23 17:45:35,1,1700,"sub2",902.88
"N12340","s2","c1650","p2613","kind2",3290,2016-02-05 13:52:59,1,2500,"sub2",1659.34
"N12341","s2","c9","p3601","kind2",3290,2016-02-13 12:40:55,1,2500,"sub2",1659.34
"N12340","s2","c1650","p3601","kind2",3290,2016-02-05 14:01:08,1,2500,"sub2",1659.34
"N12342","s2","c1648","p3601","kind2",3290,2016-02-07 14:09:42,1,2500,"sub2",1659.34
"N12343","s2","c3155","p513","kind2",3490,2016-02-29 15:10:50,1,2650,"sub2",1760.22
"N12344","s2","c3156","p2604","kind2",2990,2016-02-29 18:58:10,1,1987,"sub2",1508.16
"N12345","s2","c2731","p3601","kind2",3290,2016-02-14 21:01:13,1,2500,"sub2",1659.34
"N12346","s2","c3157","p3302","kind2",3090,2016-02-20 18:30:15,1,2890,"sub2",1558.6
"N12246","s2","c2703","p3302","kind2",3090,2016-02-06 17:11:35,1,2168,"sub2",1558.6
"N12146","s2","c366","p1150","kind2",4290,2016-02-23 20:10:53,1,2852,"sub2",2163.88
"N12347","s2","c9","p3038","kind2",2290,2016-02-16 16:29:23,1,1525,"sub2",1155.08
"N12348","s2","c9","p3038","kind2",2290,2016-02-01 20:04:05,1,1525,"sub2",1155.08
"N12349","s2","c164","p3302","kind2",3090,2016-02-16 18:13:45,1,2890,"sub2",1558.6
"N12342","s2","c1648","p3038","kind2",2290,2016-02-07 13:50:18,1,1830,"sub2",1154.99
"N12342","s2","c1648","p3038","kind2",2290,2016-02-07 13:49:59,-1,-1830,"sub2",1154.99
"N12350","s2","c2788","p516","kind2",3890,2016-02-27 21:15:18,1,2956,"sub1",1962.12
"N12351","s2","c9","p3234","kind2",1290,2016-02-12 18:03:47,1,979,"sub1",650.63
"N12352","s2","c132","p443","kind2",4290,2016-02-05 14:22:26,1,3430,"sub2",2163.88
"N12353","s2","c3158","p3038","kind2",2290,2016-02-10 20:29:37,1,1739,"sub2",1154.99
"N12146","s2","c366","p1150","kind2",4290,2016-02-23 20:17:22,1,3260,"sub1",2163.71
"N12264","s2","c9","p3232","kind2",990,2016-02-23 20:00:29,1,751,"sub1",499.36
"N12354","s2","c2","p3232","kind2",990,2016-02-05 12:01:08,1,750,"sub1",499.36
"N12228","s2","c1668","p4038","kind2",1490,2016-02-18 14:27:53,1,1130,"sub4",693.74
"N12224","s2","c2746","p4038","kind2",1490,2016-02-04 20:42:44,1,1190,"sub4",693.74
"N12355","s2","c777","p3832","kind2",1290,2016-02-23 12:54:26,1,813,"sub4",600.43
"N12325","s2","c127","p3832","kind2",1290,2016-02-06 18:45:54,-1,-973,"sub4",600.43
"N12356","s2","c9","p4044","kind2",2190,2016-02-21 14:59:53,1,1664,"sub4",1019.66
"N12177","s2","c2","p3828","kind2",2690,2016-02-10 22:00:34,1,1990,"sub4",1252.27
"N12202","s2","c1844","p3831","kind2",1690,2016-02-05 16:45:20,1,1283,"sub4",786.86
"N12215","s2","c3125","p4001","kind2",1390,2016-02-04 20:29:29,1,1110,"sub4",647.18
"N12357","s2","c3159","p2998","kind2",890,2016-02-27 16:37:24,1,675,"sub4",414.38
"N12352","s2","c132","p3828","kind2",2690,2016-02-05 14:04:58,1,2018,"sub4",1252.27
"N12356","s2","c9","p4045","kind2",890,2016-02-21 14:51:36,1,675,"sub4",414.38
"N12197","s2","c2187","p3832","kind2",1290,2016-02-03 17:10:10,1,979,"sub4",600.43
"N12319","s2","c127","p3832","kind2",1290,2016-02-06 18:41:53,1,973,"sub4",600.43
"N12244","s2","c111","p3832","kind2",1290,2016-02-12 17:27:34,1,813,"sub4",600.43
"N12215","s2","c3125","p3832","kind2",1290,2016-02-04 20:39:51,1,979,"sub4",600.43
"N12160","s2","c240","p4046","kind2",1690,2016-02-11 14:14:55,1,1350,"sub4",786.86
"N12358","s2","c3160","p3835","kind2",2290,2016-02-17 20:58:26,1,1739,"sub4",1066.22
"N12193","s2","c2925","p3836","kind2",1990,2016-02-01 16:26:13,1,1590,"sub4",926.35
"N12191","s2","c756","p3836","kind2",1990,2016-02-05 16:25:49,1,1590,"sub4",926.35
"N12224","s2","c2746","p4047","kind2",1190,2016-02-04 20:58:23,1,950,"sub4",554.06
"N12214","s2","c3124","p4048","kind2",2090,2016-02-06 19:00:22,1,1587,"sub4",973.1
"N12169","s2","c9","p3730","kind2",3290,2016-02-05 22:11:16,1,2187,"sub1",1531.79
"N12359","s2","c220","p3730","kind2",3290,2016-02-14 18:19:46,1,2187,"sub4",1531.79
"N12319","s2","c127","p3730","kind2",3290,2016-02-06 18:24:57,1,2187,"sub4",1531.79
"N12215","s2","c3125","p3833","kind2",2090,2016-02-04 20:36:58,1,1670,"sub4",972.91
"N12283","s2","c1633","p3836","kind2",1990,2016-02-11 13:09:04,1,1510,"sub4",926.35
"N12360","s2","c6","p3730","kind2",3290,2016-02-06 20:16:57,1,2185,"sub4",1531.79
"N12322","s2","c2","p4048","kind2",2090,2016-02-07 16:30:38,1,1587,"sub4",973.1
"N12357","s2","c3159","p3831","kind2",1690,2016-02-27 16:40:27,1,1283,"sub4",786.86
"N12361","s2","c1988","p4048","kind2",2090,2016-02-08 19:32:24,1,1580,"sub4",973.1
"N12362","s2","c173","p3835","kind2",2290,2016-02-02 22:27:02,1,1443,"sub4",1066.22
"N12147","s2","c151","p3835","kind2",2290,2016-02-06 17:38:49,1,1739,"sub4",1066.22
"N12270","s2","c1644","p1122","kind2",3490,2016-02-10 17:40:51,1,2652,"sub2",1760.36
"N12286","s2","c9","p3838","kind2",4890,2016-02-06 17:52:25,1,3910,"sub2",2466.33
"N12363","s2","c238","p3837","kind2",2990,2016-02-11 16:43:57,1,2390,"sub2",1508.16
"N12364","s2","c3161","p2708","kind2",3890,2016-02-10 20:36:18,1,2956,"sub2",1962.31
"N12365","s2","c2","p4049","kind2",3490,2016-02-19 22:48:24,1,2650,"sub2",1760.36
"N12365","s2","c2","p1122","kind2",3490,2016-02-19 22:32:48,2,5300,"sub2",1760.36
"N12366","s2","c3162","p443","kind2",4290,2016-02-09 21:12:15,1,3430,"sub2",2163.88
"N12367","s2","c196","p355","kind2",3690,2016-02-06 21:37:54,1,2950,"sub2",1861.24
"N12367","s2","c196","p443","kind2",4290,2016-02-06 21:46:14,1,3430,"sub2",2163.88
"N12368","s2","c9","p3839","kind2",2990,2016-02-11 20:04:11,1,2272,"sub2",1508.16
"N12194","s2","c2819","p4050","kind2",2690,2016-02-06 21:20:41,1,2150,"sub2",1356.84
"N12369","s2","c3163","p4050","kind2",2690,2016-02-21 16:50:49,1,2045,"sub2",1356.84
"N12192","s2","c6","p443","kind2",4290,2016-02-11 16:41:19,1,3430,"sub2",2163.88
"N12363","s2","c238","p3837","kind2",2990,2016-02-11 17:13:23,1,2390,"sub2",1508.16
"N12248","s2","c3133","p387","kind2",1290,2016-02-29 20:04:38,1,856,"sub4",600.62
"N12163","s2","c2628","p4051","kind2",2290,2016-02-02 11:49:57,1,1832,"sub4",1066.2
"N12157","s2","c9","p462","kind2",1090,2016-02-16 13:10:02,1,540,"sub3",507.5
"N12370","s2","c173","p3841","kind2",3690,2016-02-11 14:23:46,1,2325,"sub2",1861.43
"N12371","s2","c1975","p3841","kind2",3690,2016-02-22 15:45:04,1,2800,"sub2",1861.24
"N12309","s2","c3147","p3603","kind2",1490,2016-02-13 21:27:24,1,989,"sub4",693.74
"N12372","s2","c9","p3839","kind2",2990,2016-02-19 17:13:55,1,2270,"sub2",1508.16
"N12373","s2","c2795","p2834","kind2",2990,2016-02-27 20:08:16,1,1987,"sub2",1508.03
"N12223","s2","c2413","p3043","kind2",3090,2016-02-06 12:31:28,1,2160,"sub2",1558.6
"N12374","s2","c9","p3043","kind2",3090,2016-02-27 12:04:59,1,2053,"sub1",1558.6
"N12349","s2","c164","p3043","kind2",3090,2016-02-16 18:24:04,1,2053,"sub1",1558.6
"N12375","s2","c6","p3839","kind2",2990,2016-02-13 21:12:47,1,2270,"sub2",1508.16
"N12376","s2","c174","p4052","kind2",3290,2016-02-29 14:38:25,1,2500,"sub2",1659.48
"N12220","s2","c574","p387","kind2",1290,2016-02-02 21:00:26,1,856,"sub4",600.62
"N12377","s2","c2","p2071","kind2",1090,2016-02-05 17:48:11,1,720,"sub4",507.5
"N12378","s2","c2","p471","kind2",1490,2016-02-13 21:08:00,1,1130,"sub4",693.74
"N12379","s2","c9","p471","kind2",1490,2016-02-01 16:03:58,1,1130,"sub4",693.74
"N12213","s2","c85","p471","kind2",1490,2016-02-25 18:37:43,1,989,"sub4",693.74
"N12230","s2","c561","p1860","kind2",1690,2016-02-28 19:51:44,1,1122,"sub4",786.86
"N12380","s2","c2005","p2401","kind2",790,2016-02-08 17:08:54,1,599,"sub2",398.48
"N12381","s2","c9","p3420","kind2",3090,2016-02-15 20:45:07,1,2348,"sub2",1558.48
"N12382","s2","c3164","p2837","kind2",3690,2016-02-28 21:01:43,1,2210,"sub2",1861.24
"N12261","s2","c158","p441","kind2",3090,2016-02-28 19:07:40,1,2346,"sub2",1558.79
"N12345","s2","c2731","p441","kind2",3090,2016-02-14 20:48:52,1,2348,"sub2",1558.79
"N12383","s2","c120","p485","kind2",3090,2016-02-01 21:45:18,1,1820,"sub2",1558.6
"N12384","s2","c3165","p441","kind2",3090,2016-02-08 21:51:58,1,2348,"sub2",1558.79
"N12385","s2","c2","p441","kind2",3090,2016-02-07 12:41:25,1,2348,"sub2",1558.79
"N12208","s2","c3123","p2840","kind2",3090,2016-02-06 19:28:52,1,2890,"sub2",1558.6
"N12386","s2","c6","p3607","kind17",2650,2016-02-02 15:38:39,1,1590,"sub1",1336.56
"N12387","s2","c1672","p3844","kind17",2250,2016-02-08 12:22:44,1,1500,"sub1",1134.9
"N12388","s2","c9","p3606","kind17",1850,2016-02-05 20:58:35,1,1406,"sub1",933.14
"N12389","s2","c3166","p782","kind3",980,2016-02-21 21:31:18,1,646,"sub4",447.17
"N12390","s2","c6","p2858","kind3",1580,2016-02-07 20:37:59,1,1350,"sub3",766.3
"N12391","s2","c9","p4053","kind3",780,2016-02-26 21:33:28,1,589,"sub3",378.3
"N12392","s2","c2448","p2853","kind3",1080,2016-02-09 17:39:21,1,810,"sub1",523.8
"N12281","s2","c2","p2327","kind3",480,2016-02-11 16:18:08,1,361,"sub3",232.8
"N12393","s2","c6","p1540","kind3",480,2016-02-06 18:48:46,1,360,"sub3",232.8
"N12394","s2","c3167","p1159","kind3",1280,2016-02-09 11:47:33,1,1093,"sub3",620.8
"N12395","s2","c9","p3846","kind3",780,2016-02-27 19:41:03,1,590,"sub3",378.3
"N12394","s2","c3167","p543","kind3",2280,2016-02-09 11:36:00,1,1948,"sub3",1105.8
"N12387","s2","c1672","p2130","kind3",1080,2016-02-08 12:17:00,1,680,"sub3",523.8
"N12396","s2","c2","p2406","kind3",1480,2016-02-20 12:27:01,1,1122,"sub3",717.8
"N12397","s2","c2","p2406","kind3",1480,2016-02-20 14:29:08,1,1122,"sub3",717.8
"N12392","s2","c2448","p3715","kind3",580,2016-02-09 17:43:22,1,435,"sub1",281.3
"N12398","s2","c198","p4054","kind3",2280,2016-02-07 16:02:53,1,1730,"sub2",1150.42
"N12295","s2","c1217","p2860","kind3",3280,2016-02-19 21:28:54,1,2491,"sub1",1654.82
"N12399","s2","c3168","p1166","kind3",1680,2016-02-05 17:38:14,1,1270,"sub2",847.78
"N12400","s2","c2371","p4055","kind3",4080,2016-02-24 21:32:31,1,3099,"sub2",2058.34
"N12262","s2","c3137","p4055","kind3",4080,2016-02-21 11:29:16,1,3097,"sub2",2058.34
"N12388","s2","c9","p3611","kind3",3880,2016-02-05 21:06:24,1,2947,"sub1",1957.46
"N12401","s2","c1479","p3423","kind3",3880,2016-02-27 20:14:31,1,2945,"sub2",1957.46
"N12402","s2","c3169","p4055","kind3",4080,2016-02-25 16:01:21,1,3099,"sub2",2058.34
"N12403","s2","c2","p4056","kind3",1580,2016-02-06 19:53:34,1,1198,"sub1",797.34
"N12404","s2","c6","p1443","kind3",2780,2016-02-22 11:46:48,1,2110,"sub2",1402.62
"N12405","s2","c173","p3424","kind3",250,2016-02-05 14:42:19,1,158,"sub3",121.25
"N12299","s2","c77","p3425","kind3",120,2016-02-28 21:55:09,1,90,"sub3",58.2
"N12406","s2","c6","p3613","kind3",150,2016-02-10 11:38:00,1,114,"sub1",72.75
"N12302","s2","c18","p3425","kind3",120,2016-02-27 14:48:18,1,90,"sub3",58.2
"N12387","s2","c1672","p4057","kind3",2780,2016-02-08 12:18:14,1,1750,"sub4",1267.79
"N12407","s2","c173","p3425","kind3",120,2016-02-11 16:26:25,1,76,"sub3",58.2
"N12408","s2","c173","p3424","kind3",250,2016-02-08 17:22:52,1,158,"sub3",121.25
"N12397","s2","c2","p3425","kind3",120,2016-02-20 14:26:35,1,86,"sub3",58.2
"N12326","s2","c3151","p3613","kind3",150,2016-02-21 13:25:59,1,114,"sub1",72.75
"N12409","s2","c136","p3424","kind3",250,2016-02-28 17:40:12,1,190,"sub3",121.25
"N12302","s2","c18","p3425","kind3",120,2016-02-27 15:08:01,1,90,"sub3",58.2
"N12410","s2","c2122","p3425","kind3",120,2016-02-08 12:10:13,1,86,"sub3",58.2
